filepath,label
D:\ai_project\data\ecg_images\101_330090_normal.png,normal
D:\ai_project\data\ecg_images\101_330465_normal.png,normal
D:\ai_project\data\ecg_images\101_330826_normal.png,normal
D:\ai_project\data\ecg_images\101_331197_normal.png,normal
D:\ai_project\data\ecg_images\101_331574_normal.png,normal
D:\ai_project\data\ecg_images\101_331952_normal.png,normal
D:\ai_project\data\ecg_images\101_332321_normal.png,normal
D:\ai_project\data\ecg_images\101_332688_normal.png,normal
D:\ai_project\data\ecg_images\101_333051_normal.png,normal
D:\ai_project\data\ecg_images\101_333405_normal.png,normal
D:\ai_project\data\ecg_images\101_333742_normal.png,normal
D:\ai_project\data\ecg_images\101_334110_normal.png,normal
D:\ai_project\data\ecg_images\101_334457_normal.png,normal
D:\ai_project\data\ecg_images\101_334785_normal.png,normal
D:\ai_project\data\ecg_images\101_335095_normal.png,normal
D:\ai_project\data\ecg_images\101_335399_normal.png,normal
D:\ai_project\data\ecg_images\101_335709_normal.png,normal
D:\ai_project\data\ecg_images\101_336019_normal.png,normal
D:\ai_project\data\ecg_images\101_336345_normal.png,normal
D:\ai_project\data\ecg_images\101_336669_normal.png,normal
D:\ai_project\data\ecg_images\101_336994_normal.png,normal
D:\ai_project\data\ecg_images\101_337310_normal.png,normal
D:\ai_project\data\ecg_images\101_337624_normal.png,normal
D:\ai_project\data\ecg_images\101_337951_normal.png,normal
D:\ai_project\data\ecg_images\101_338300_normal.png,normal
D:\ai_project\data\ecg_images\101_338660_normal.png,normal
D:\ai_project\data\ecg_images\101_339015_normal.png,normal
D:\ai_project\data\ecg_images\101_339361_normal.png,normal
D:\ai_project\data\ecg_images\101_339724_normal.png,normal
D:\ai_project\data\ecg_images\101_340072_normal.png,normal
D:\ai_project\data\ecg_images\101_340434_normal.png,normal
D:\ai_project\data\ecg_images\101_340785_normal.png,normal
D:\ai_project\data\ecg_images\101_341115_normal.png,normal
D:\ai_project\data\ecg_images\101_341442_normal.png,normal
D:\ai_project\data\ecg_images\101_341773_normal.png,normal
D:\ai_project\data\ecg_images\101_342124_normal.png,normal
D:\ai_project\data\ecg_images\101_342506_normal.png,normal
D:\ai_project\data\ecg_images\101_342888_normal.png,normal
D:\ai_project\data\ecg_images\101_343268_normal.png,normal
D:\ai_project\data\ecg_images\101_343635_normal.png,normal
D:\ai_project\data\ecg_images\101_344007_normal.png,normal
D:\ai_project\data\ecg_images\101_344378_normal.png,normal
D:\ai_project\data\ecg_images\101_344746_normal.png,normal
D:\ai_project\data\ecg_images\101_345124_normal.png,normal
D:\ai_project\data\ecg_images\101_345487_normal.png,normal
D:\ai_project\data\ecg_images\101_345827_normal.png,normal
D:\ai_project\data\ecg_images\101_346154_normal.png,normal
D:\ai_project\data\ecg_images\101_346497_normal.png,normal
D:\ai_project\data\ecg_images\101_346860_normal.png,normal
D:\ai_project\data\ecg_images\101_347205_normal.png,normal
D:\ai_project\data\ecg_images\101_347527_normal.png,normal
D:\ai_project\data\ecg_images\101_347857_normal.png,normal
D:\ai_project\data\ecg_images\101_348190_normal.png,normal
D:\ai_project\data\ecg_images\101_348520_normal.png,normal
D:\ai_project\data\ecg_images\101_348868_normal.png,normal
D:\ai_project\data\ecg_images\101_349228_normal.png,normal
D:\ai_project\data\ecg_images\101_349593_normal.png,normal
D:\ai_project\data\ecg_images\101_349930_normal.png,normal
D:\ai_project\data\ecg_images\101_350239_normal.png,normal
D:\ai_project\data\ecg_images\101_350538_normal.png,normal
D:\ai_project\data\ecg_images\101_350842_normal.png,normal
D:\ai_project\data\ecg_images\101_351149_normal.png,normal
D:\ai_project\data\ecg_images\101_351455_normal.png,normal
D:\ai_project\data\ecg_images\101_351779_normal.png,normal
D:\ai_project\data\ecg_images\101_352101_normal.png,normal
D:\ai_project\data\ecg_images\101_352441_normal.png,normal
D:\ai_project\data\ecg_images\101_352786_normal.png,normal
D:\ai_project\data\ecg_images\101_353151_normal.png,normal
D:\ai_project\data\ecg_images\101_353534_normal.png,normal
D:\ai_project\data\ecg_images\101_353898_normal.png,normal
D:\ai_project\data\ecg_images\101_354250_normal.png,normal
D:\ai_project\data\ecg_images\101_354580_normal.png,normal
D:\ai_project\data\ecg_images\101_354909_normal.png,normal
D:\ai_project\data\ecg_images\101_355232_normal.png,normal
D:\ai_project\data\ecg_images\101_355573_normal.png,normal
D:\ai_project\data\ecg_images\101_355930_normal.png,normal
D:\ai_project\data\ecg_images\101_356292_normal.png,normal
D:\ai_project\data\ecg_images\101_356646_normal.png,normal
D:\ai_project\data\ecg_images\101_356994_normal.png,normal
D:\ai_project\data\ecg_images\101_357360_normal.png,normal
D:\ai_project\data\ecg_images\101_357744_normal.png,normal
D:\ai_project\data\ecg_images\101_358129_normal.png,normal
D:\ai_project\data\ecg_images\101_358498_normal.png,normal
D:\ai_project\data\ecg_images\101_358862_normal.png,normal
D:\ai_project\data\ecg_images\101_359220_normal.png,normal
D:\ai_project\data\ecg_images\101_359579_normal.png,normal
D:\ai_project\data\ecg_images\101_359959_normal.png,normal
D:\ai_project\data\ecg_images\101_360333_normal.png,normal
D:\ai_project\data\ecg_images\101_360700_normal.png,normal
D:\ai_project\data\ecg_images\101_361031_normal.png,normal
D:\ai_project\data\ecg_images\101_361361_normal.png,normal
D:\ai_project\data\ecg_images\101_361717_normal.png,normal
D:\ai_project\data\ecg_images\101_362057_normal.png,normal
D:\ai_project\data\ecg_images\101_362408_normal.png,normal
D:\ai_project\data\ecg_images\101_362743_normal.png,normal
D:\ai_project\data\ecg_images\101_363048_normal.png,normal
D:\ai_project\data\ecg_images\101_363346_normal.png,normal
D:\ai_project\data\ecg_images\101_363642_normal.png,normal
D:\ai_project\data\ecg_images\101_363938_normal.png,normal
D:\ai_project\data\ecg_images\101_364267_normal.png,normal
D:\ai_project\data\ecg_images\101_364619_normal.png,normal
D:\ai_project\data\ecg_images\101_364954_normal.png,normal
D:\ai_project\data\ecg_images\101_365270_normal.png,normal
D:\ai_project\data\ecg_images\101_365582_normal.png,normal
D:\ai_project\data\ecg_images\101_365913_normal.png,normal
D:\ai_project\data\ecg_images\101_366275_normal.png,normal
D:\ai_project\data\ecg_images\101_366653_normal.png,normal
D:\ai_project\data\ecg_images\101_367036_normal.png,normal
D:\ai_project\data\ecg_images\101_367413_normal.png,normal
D:\ai_project\data\ecg_images\101_367782_normal.png,normal
D:\ai_project\data\ecg_images\101_368156_normal.png,normal
D:\ai_project\data\ecg_images\101_368549_normal.png,normal
D:\ai_project\data\ecg_images\101_368944_normal.png,normal
D:\ai_project\data\ecg_images\101_369317_normal.png,normal
D:\ai_project\data\ecg_images\101_369656_normal.png,normal
D:\ai_project\data\ecg_images\101_370013_normal.png,normal
D:\ai_project\data\ecg_images\101_370370_normal.png,normal
D:\ai_project\data\ecg_images\101_370728_normal.png,normal
D:\ai_project\data\ecg_images\101_371092_normal.png,normal
D:\ai_project\data\ecg_images\101_371450_normal.png,normal
D:\ai_project\data\ecg_images\101_371803_normal.png,normal
D:\ai_project\data\ecg_images\101_372148_normal.png,normal
D:\ai_project\data\ecg_images\101_372501_normal.png,normal
D:\ai_project\data\ecg_images\101_372878_normal.png,normal
D:\ai_project\data\ecg_images\101_373238_normal.png,normal
D:\ai_project\data\ecg_images\101_373594_normal.png,normal
D:\ai_project\data\ecg_images\101_373943_normal.png,normal
D:\ai_project\data\ecg_images\101_374300_normal.png,normal
D:\ai_project\data\ecg_images\101_374661_normal.png,normal
D:\ai_project\data\ecg_images\101_375032_normal.png,normal
D:\ai_project\data\ecg_images\101_375413_normal.png,normal
D:\ai_project\data\ecg_images\101_375773_normal.png,normal
D:\ai_project\data\ecg_images\101_376122_normal.png,normal
D:\ai_project\data\ecg_images\101_376474_normal.png,normal
D:\ai_project\data\ecg_images\101_376836_normal.png,normal
D:\ai_project\data\ecg_images\101_377205_normal.png,normal
D:\ai_project\data\ecg_images\101_377567_normal.png,normal
D:\ai_project\data\ecg_images\101_377925_normal.png,normal
D:\ai_project\data\ecg_images\101_378285_normal.png,normal
D:\ai_project\data\ecg_images\101_378624_normal.png,normal
D:\ai_project\data\ecg_images\101_378972_normal.png,normal
D:\ai_project\data\ecg_images\101_379345_normal.png,normal
D:\ai_project\data\ecg_images\101_379720_normal.png,normal
D:\ai_project\data\ecg_images\101_380074_normal.png,normal
D:\ai_project\data\ecg_images\101_380414_normal.png,normal
D:\ai_project\data\ecg_images\101_380756_normal.png,normal
D:\ai_project\data\ecg_images\101_381119_normal.png,normal
D:\ai_project\data\ecg_images\101_381465_normal.png,normal
D:\ai_project\data\ecg_images\101_381795_normal.png,normal
D:\ai_project\data\ecg_images\101_382141_normal.png,normal
D:\ai_project\data\ecg_images\101_382468_normal.png,normal
D:\ai_project\data\ecg_images\101_382796_normal.png,normal
D:\ai_project\data\ecg_images\101_383121_normal.png,normal
D:\ai_project\data\ecg_images\101_383468_normal.png,normal
D:\ai_project\data\ecg_images\101_383844_normal.png,normal
D:\ai_project\data\ecg_images\101_384196_normal.png,normal
D:\ai_project\data\ecg_images\101_384547_normal.png,normal
D:\ai_project\data\ecg_images\101_384894_normal.png,normal
D:\ai_project\data\ecg_images\101_385244_normal.png,normal
D:\ai_project\data\ecg_images\101_385605_normal.png,normal
D:\ai_project\data\ecg_images\101_385980_normal.png,normal
D:\ai_project\data\ecg_images\101_386357_normal.png,normal
D:\ai_project\data\ecg_images\101_386715_normal.png,normal
D:\ai_project\data\ecg_images\101_387068_normal.png,normal
D:\ai_project\data\ecg_images\101_387421_normal.png,normal
D:\ai_project\data\ecg_images\101_387767_normal.png,normal
D:\ai_project\data\ecg_images\101_388135_normal.png,normal
D:\ai_project\data\ecg_images\101_388475_normal.png,normal
D:\ai_project\data\ecg_images\101_388796_normal.png,normal
D:\ai_project\data\ecg_images\101_389107_normal.png,normal
D:\ai_project\data\ecg_images\101_389432_normal.png,normal
D:\ai_project\data\ecg_images\101_389769_normal.png,normal
D:\ai_project\data\ecg_images\101_390117_normal.png,normal
D:\ai_project\data\ecg_images\101_390466_normal.png,normal
D:\ai_project\data\ecg_images\101_390823_normal.png,normal
D:\ai_project\data\ecg_images\101_391175_normal.png,normal
D:\ai_project\data\ecg_images\101_391523_normal.png,normal
D:\ai_project\data\ecg_images\101_391875_normal.png,normal
D:\ai_project\data\ecg_images\101_392254_normal.png,normal
D:\ai_project\data\ecg_images\101_392627_normal.png,normal
D:\ai_project\data\ecg_images\101_392980_normal.png,normal
D:\ai_project\data\ecg_images\101_393321_normal.png,normal
D:\ai_project\data\ecg_images\101_393673_normal.png,normal
D:\ai_project\data\ecg_images\101_394029_normal.png,normal
D:\ai_project\data\ecg_images\101_394391_normal.png,normal
D:\ai_project\data\ecg_images\101_394773_normal.png,normal
D:\ai_project\data\ecg_images\101_395129_normal.png,normal
D:\ai_project\data\ecg_images\101_395458_normal.png,normal
D:\ai_project\data\ecg_images\101_395801_normal.png,normal
D:\ai_project\data\ecg_images\101_396151_normal.png,normal
D:\ai_project\data\ecg_images\101_396525_normal.png,normal
D:\ai_project\data\ecg_images\101_396897_normal.png,normal
D:\ai_project\data\ecg_images\101_397267_normal.png,normal
D:\ai_project\data\ecg_images\101_397622_normal.png,normal
D:\ai_project\data\ecg_images\101_397965_normal.png,normal
D:\ai_project\data\ecg_images\101_398314_normal.png,normal
D:\ai_project\data\ecg_images\101_398682_normal.png,normal
D:\ai_project\data\ecg_images\101_399045_normal.png,normal
D:\ai_project\data\ecg_images\101_399411_normal.png,normal
D:\ai_project\data\ecg_images\101_399764_normal.png,normal
D:\ai_project\data\ecg_images\101_400112_normal.png,normal
D:\ai_project\data\ecg_images\101_400450_normal.png,normal
D:\ai_project\data\ecg_images\101_400801_normal.png,normal
D:\ai_project\data\ecg_images\101_401147_normal.png,normal
D:\ai_project\data\ecg_images\101_401490_normal.png,normal
D:\ai_project\data\ecg_images\101_401828_normal.png,normal
D:\ai_project\data\ecg_images\101_402177_normal.png,normal
D:\ai_project\data\ecg_images\101_402534_normal.png,normal
D:\ai_project\data\ecg_images\101_402897_normal.png,normal
D:\ai_project\data\ecg_images\101_403282_normal.png,normal
D:\ai_project\data\ecg_images\101_403660_normal.png,normal
D:\ai_project\data\ecg_images\101_404030_normal.png,normal
D:\ai_project\data\ecg_images\101_404381_normal.png,normal
D:\ai_project\data\ecg_images\101_404750_normal.png,normal
D:\ai_project\data\ecg_images\101_405129_normal.png,normal
D:\ai_project\data\ecg_images\101_405501_normal.png,normal
D:\ai_project\data\ecg_images\101_405885_normal.png,normal
D:\ai_project\data\ecg_images\101_406249_normal.png,normal
D:\ai_project\data\ecg_images\101_406605_normal.png,normal
D:\ai_project\data\ecg_images\101_406957_normal.png,normal
D:\ai_project\data\ecg_images\101_407339_normal.png,normal
D:\ai_project\data\ecg_images\101_407727_normal.png,normal
D:\ai_project\data\ecg_images\101_408088_normal.png,normal
D:\ai_project\data\ecg_images\101_408451_normal.png,normal
D:\ai_project\data\ecg_images\101_408807_normal.png,normal
D:\ai_project\data\ecg_images\101_409155_normal.png,normal
D:\ai_project\data\ecg_images\101_409529_normal.png,normal
D:\ai_project\data\ecg_images\101_409910_normal.png,normal
D:\ai_project\data\ecg_images\101_410279_normal.png,normal
D:\ai_project\data\ecg_images\101_410630_normal.png,normal
D:\ai_project\data\ecg_images\101_410980_normal.png,normal
D:\ai_project\data\ecg_images\101_411331_normal.png,normal
D:\ai_project\data\ecg_images\101_411707_normal.png,normal
D:\ai_project\data\ecg_images\101_412079_normal.png,normal
D:\ai_project\data\ecg_images\101_412439_normal.png,normal
D:\ai_project\data\ecg_images\101_412792_normal.png,normal
D:\ai_project\data\ecg_images\101_413149_normal.png,normal
D:\ai_project\data\ecg_images\101_413498_normal.png,normal
D:\ai_project\data\ecg_images\101_413863_normal.png,normal
D:\ai_project\data\ecg_images\101_414254_normal.png,normal
D:\ai_project\data\ecg_images\101_414615_normal.png,normal
D:\ai_project\data\ecg_images\101_414961_normal.png,normal
D:\ai_project\data\ecg_images\101_415317_normal.png,normal
D:\ai_project\data\ecg_images\101_415669_normal.png,normal
D:\ai_project\data\ecg_images\101_416041_normal.png,normal
D:\ai_project\data\ecg_images\101_416410_normal.png,normal
D:\ai_project\data\ecg_images\101_416769_normal.png,normal
D:\ai_project\data\ecg_images\101_417123_normal.png,normal
D:\ai_project\data\ecg_images\101_417469_normal.png,normal
D:\ai_project\data\ecg_images\101_417816_normal.png,normal
D:\ai_project\data\ecg_images\101_418183_normal.png,normal
D:\ai_project\data\ecg_images\101_418563_normal.png,normal
D:\ai_project\data\ecg_images\101_418916_normal.png,normal
D:\ai_project\data\ecg_images\101_419265_normal.png,normal
D:\ai_project\data\ecg_images\101_419621_normal.png,normal
D:\ai_project\data\ecg_images\101_419970_normal.png,normal
D:\ai_project\data\ecg_images\101_420341_normal.png,normal
D:\ai_project\data\ecg_images\101_420699_normal.png,normal
D:\ai_project\data\ecg_images\101_421066_normal.png,normal
D:\ai_project\data\ecg_images\101_421420_normal.png,normal
D:\ai_project\data\ecg_images\101_421761_normal.png,normal
D:\ai_project\data\ecg_images\101_422113_normal.png,normal
D:\ai_project\data\ecg_images\101_422482_normal.png,normal
D:\ai_project\data\ecg_images\101_422859_normal.png,normal
D:\ai_project\data\ecg_images\101_423215_normal.png,normal
D:\ai_project\data\ecg_images\101_423553_normal.png,normal
D:\ai_project\data\ecg_images\101_423890_normal.png,normal
D:\ai_project\data\ecg_images\101_424229_normal.png,normal
D:\ai_project\data\ecg_images\101_424560_normal.png,normal
D:\ai_project\data\ecg_images\101_424893_normal.png,normal
D:\ai_project\data\ecg_images\101_425240_normal.png,normal
D:\ai_project\data\ecg_images\101_425583_normal.png,normal
D:\ai_project\data\ecg_images\101_425920_normal.png,normal
D:\ai_project\data\ecg_images\101_426265_normal.png,normal
D:\ai_project\data\ecg_images\101_426620_normal.png,normal
D:\ai_project\data\ecg_images\101_427004_normal.png,normal
D:\ai_project\data\ecg_images\101_427378_normal.png,normal
D:\ai_project\data\ecg_images\101_427734_normal.png,normal
D:\ai_project\data\ecg_images\101_428093_normal.png,normal
D:\ai_project\data\ecg_images\101_428437_normal.png,normal
D:\ai_project\data\ecg_images\101_428796_normal.png,normal
D:\ai_project\data\ecg_images\101_429173_normal.png,normal
D:\ai_project\data\ecg_images\101_429554_normal.png,normal
D:\ai_project\data\ecg_images\101_429908_normal.png,normal
D:\ai_project\data\ecg_images\101_430258_normal.png,normal
D:\ai_project\data\ecg_images\101_430623_normal.png,normal
D:\ai_project\data\ecg_images\101_430983_normal.png,normal
D:\ai_project\data\ecg_images\101_431354_normal.png,normal
D:\ai_project\data\ecg_images\101_431723_normal.png,normal
D:\ai_project\data\ecg_images\101_432069_normal.png,normal
D:\ai_project\data\ecg_images\101_432416_normal.png,normal
D:\ai_project\data\ecg_images\101_432756_normal.png,normal
D:\ai_project\data\ecg_images\101_433091_normal.png,normal
D:\ai_project\data\ecg_images\101_433453_normal.png,normal
D:\ai_project\data\ecg_images\101_433815_normal.png,normal
D:\ai_project\data\ecg_images\101_434163_normal.png,normal
D:\ai_project\data\ecg_images\101_434498_normal.png,normal
D:\ai_project\data\ecg_images\101_434851_normal.png,normal
D:\ai_project\data\ecg_images\101_435217_normal.png,normal
D:\ai_project\data\ecg_images\101_435584_normal.png,normal
D:\ai_project\data\ecg_images\101_435957_normal.png,normal
D:\ai_project\data\ecg_images\101_436331_normal.png,normal
D:\ai_project\data\ecg_images\101_436675_normal.png,normal
D:\ai_project\data\ecg_images\101_437018_normal.png,normal
D:\ai_project\data\ecg_images\101_437384_normal.png,normal
D:\ai_project\data\ecg_images\101_437767_normal.png,normal
D:\ai_project\data\ecg_images\101_438134_normal.png,normal
D:\ai_project\data\ecg_images\101_438481_normal.png,normal
D:\ai_project\data\ecg_images\101_438829_normal.png,normal
D:\ai_project\data\ecg_images\101_439175_normal.png,normal
D:\ai_project\data\ecg_images\101_439525_normal.png,normal
D:\ai_project\data\ecg_images\101_439877_normal.png,normal
D:\ai_project\data\ecg_images\101_440232_normal.png,normal
D:\ai_project\data\ecg_images\101_440583_normal.png,normal
D:\ai_project\data\ecg_images\101_440925_normal.png,normal
D:\ai_project\data\ecg_images\101_441254_normal.png,normal
D:\ai_project\data\ecg_images\101_441604_normal.png,normal
D:\ai_project\data\ecg_images\101_441953_normal.png,normal
D:\ai_project\data\ecg_images\101_442311_normal.png,normal
D:\ai_project\data\ecg_images\101_442650_normal.png,normal
D:\ai_project\data\ecg_images\101_442967_normal.png,normal
D:\ai_project\data\ecg_images\101_443289_normal.png,normal
D:\ai_project\data\ecg_images\101_443607_normal.png,normal
D:\ai_project\data\ecg_images\101_443939_normal.png,normal
D:\ai_project\data\ecg_images\101_444298_normal.png,normal
D:\ai_project\data\ecg_images\101_444646_normal.png,normal
D:\ai_project\data\ecg_images\101_444975_normal.png,normal
D:\ai_project\data\ecg_images\101_445306_normal.png,normal
D:\ai_project\data\ecg_images\101_445642_normal.png,normal
D:\ai_project\data\ecg_images\101_445996_normal.png,normal
D:\ai_project\data\ecg_images\101_446349_normal.png,normal
D:\ai_project\data\ecg_images\101_446713_normal.png,normal
D:\ai_project\data\ecg_images\101_447074_normal.png,normal
D:\ai_project\data\ecg_images\101_447418_normal.png,normal
D:\ai_project\data\ecg_images\101_447757_normal.png,normal
D:\ai_project\data\ecg_images\101_448111_normal.png,normal
D:\ai_project\data\ecg_images\101_448462_normal.png,normal
D:\ai_project\data\ecg_images\101_448826_normal.png,normal
D:\ai_project\data\ecg_images\101_449181_normal.png,normal
D:\ai_project\data\ecg_images\101_449515_normal.png,normal
D:\ai_project\data\ecg_images\101_449863_normal.png,normal
D:\ai_project\data\ecg_images\101_450212_normal.png,normal
D:\ai_project\data\ecg_images\101_450555_normal.png,normal
D:\ai_project\data\ecg_images\101_450909_normal.png,normal
D:\ai_project\data\ecg_images\101_451253_normal.png,normal
D:\ai_project\data\ecg_images\101_451598_normal.png,normal
D:\ai_project\data\ecg_images\101_451939_normal.png,normal
D:\ai_project\data\ecg_images\101_452282_normal.png,normal
D:\ai_project\data\ecg_images\101_452643_normal.png,normal
D:\ai_project\data\ecg_images\101_452999_normal.png,normal
D:\ai_project\data\ecg_images\101_453352_normal.png,normal
D:\ai_project\data\ecg_images\101_453694_normal.png,normal
D:\ai_project\data\ecg_images\101_454029_normal.png,normal
D:\ai_project\data\ecg_images\101_454377_normal.png,normal
D:\ai_project\data\ecg_images\101_454718_normal.png,normal
D:\ai_project\data\ecg_images\101_455085_normal.png,normal
D:\ai_project\data\ecg_images\101_455451_normal.png,normal
D:\ai_project\data\ecg_images\101_455801_normal.png,normal
D:\ai_project\data\ecg_images\101_456133_normal.png,normal
D:\ai_project\data\ecg_images\101_456469_normal.png,normal
D:\ai_project\data\ecg_images\101_456816_normal.png,normal
D:\ai_project\data\ecg_images\101_457175_normal.png,normal
D:\ai_project\data\ecg_images\101_457518_normal.png,normal
D:\ai_project\data\ecg_images\101_457861_normal.png,normal
D:\ai_project\data\ecg_images\101_458210_normal.png,normal
D:\ai_project\data\ecg_images\101_458545_normal.png,normal
D:\ai_project\data\ecg_images\101_458887_normal.png,normal
D:\ai_project\data\ecg_images\101_459251_normal.png,normal
D:\ai_project\data\ecg_images\101_459602_normal.png,normal
D:\ai_project\data\ecg_images\101_459960_normal.png,normal
D:\ai_project\data\ecg_images\101_460305_normal.png,normal
D:\ai_project\data\ecg_images\101_460628_normal.png,normal
D:\ai_project\data\ecg_images\101_460979_normal.png,normal
D:\ai_project\data\ecg_images\101_461330_normal.png,normal
D:\ai_project\data\ecg_images\101_461673_normal.png,normal
D:\ai_project\data\ecg_images\101_462019_normal.png,normal
D:\ai_project\data\ecg_images\101_462356_normal.png,normal
D:\ai_project\data\ecg_images\101_462691_normal.png,normal
D:\ai_project\data\ecg_images\101_463023_normal.png,normal
D:\ai_project\data\ecg_images\101_463379_normal.png,normal
D:\ai_project\data\ecg_images\101_463759_normal.png,normal
D:\ai_project\data\ecg_images\101_464115_normal.png,normal
D:\ai_project\data\ecg_images\101_464466_normal.png,normal
D:\ai_project\data\ecg_images\101_464800_normal.png,normal
D:\ai_project\data\ecg_images\101_465147_normal.png,normal
D:\ai_project\data\ecg_images\101_465501_normal.png,normal
D:\ai_project\data\ecg_images\101_465865_normal.png,normal
D:\ai_project\data\ecg_images\101_466219_normal.png,normal
D:\ai_project\data\ecg_images\101_466556_normal.png,normal
D:\ai_project\data\ecg_images\101_466879_normal.png,normal
D:\ai_project\data\ecg_images\101_467207_normal.png,normal
D:\ai_project\data\ecg_images\101_467554_normal.png,normal
D:\ai_project\data\ecg_images\101_467904_normal.png,normal
D:\ai_project\data\ecg_images\101_468264_normal.png,normal
D:\ai_project\data\ecg_images\101_468610_normal.png,normal
D:\ai_project\data\ecg_images\101_468932_normal.png,normal
D:\ai_project\data\ecg_images\101_469271_normal.png,normal
D:\ai_project\data\ecg_images\101_469613_normal.png,normal
D:\ai_project\data\ecg_images\101_469963_normal.png,normal
D:\ai_project\data\ecg_images\101_470328_normal.png,normal
D:\ai_project\data\ecg_images\101_470681_normal.png,normal
D:\ai_project\data\ecg_images\101_471032_normal.png,normal
D:\ai_project\data\ecg_images\101_471371_normal.png,normal
D:\ai_project\data\ecg_images\101_471713_normal.png,normal
D:\ai_project\data\ecg_images\101_472076_normal.png,normal
D:\ai_project\data\ecg_images\101_472438_normal.png,normal
D:\ai_project\data\ecg_images\101_472798_normal.png,normal
D:\ai_project\data\ecg_images\101_473149_normal.png,normal
D:\ai_project\data\ecg_images\101_473502_normal.png,normal
D:\ai_project\data\ecg_images\101_473856_normal.png,normal
D:\ai_project\data\ecg_images\101_474196_normal.png,normal
D:\ai_project\data\ecg_images\101_474556_normal.png,normal
D:\ai_project\data\ecg_images\101_474918_normal.png,normal
D:\ai_project\data\ecg_images\101_475262_normal.png,normal
D:\ai_project\data\ecg_images\101_475590_normal.png,normal
D:\ai_project\data\ecg_images\101_475929_normal.png,normal
D:\ai_project\data\ecg_images\101_476292_normal.png,normal
D:\ai_project\data\ecg_images\101_476652_normal.png,normal
D:\ai_project\data\ecg_images\101_477021_normal.png,normal
D:\ai_project\data\ecg_images\101_477370_normal.png,normal
D:\ai_project\data\ecg_images\101_477713_normal.png,normal
D:\ai_project\data\ecg_images\101_478041_normal.png,normal
D:\ai_project\data\ecg_images\101_478386_normal.png,normal
D:\ai_project\data\ecg_images\101_478748_normal.png,normal
D:\ai_project\data\ecg_images\101_479116_normal.png,normal
D:\ai_project\data\ecg_images\101_479462_normal.png,normal
D:\ai_project\data\ecg_images\101_479807_normal.png,normal
D:\ai_project\data\ecg_images\101_480161_normal.png,normal
D:\ai_project\data\ecg_images\101_480518_normal.png,normal
D:\ai_project\data\ecg_images\101_480874_normal.png,normal
D:\ai_project\data\ecg_images\101_481250_normal.png,normal
D:\ai_project\data\ecg_images\101_481612_normal.png,normal
D:\ai_project\data\ecg_images\101_481947_normal.png,normal
D:\ai_project\data\ecg_images\101_482286_normal.png,normal
D:\ai_project\data\ecg_images\101_482627_normal.png,normal
D:\ai_project\data\ecg_images\101_482997_normal.png,normal
D:\ai_project\data\ecg_images\101_483342_normal.png,normal
D:\ai_project\data\ecg_images\101_483690_normal.png,normal
D:\ai_project\data\ecg_images\101_484031_normal.png,normal
D:\ai_project\data\ecg_images\101_484362_normal.png,normal
D:\ai_project\data\ecg_images\101_484703_normal.png,normal
D:\ai_project\data\ecg_images\101_485046_normal.png,normal
D:\ai_project\data\ecg_images\101_485406_normal.png,normal
D:\ai_project\data\ecg_images\101_485771_normal.png,normal
D:\ai_project\data\ecg_images\101_486125_normal.png,normal
D:\ai_project\data\ecg_images\101_486475_normal.png,normal
D:\ai_project\data\ecg_images\101_486836_normal.png,normal
D:\ai_project\data\ecg_images\101_487213_normal.png,normal
D:\ai_project\data\ecg_images\101_487596_normal.png,normal
D:\ai_project\data\ecg_images\101_487954_normal.png,normal
D:\ai_project\data\ecg_images\101_488304_normal.png,normal
D:\ai_project\data\ecg_images\101_488654_normal.png,normal
D:\ai_project\data\ecg_images\101_489005_normal.png,normal
D:\ai_project\data\ecg_images\101_489361_normal.png,normal
D:\ai_project\data\ecg_images\101_489719_normal.png,normal
D:\ai_project\data\ecg_images\101_490084_normal.png,normal
D:\ai_project\data\ecg_images\101_490432_normal.png,normal
D:\ai_project\data\ecg_images\101_490762_normal.png,normal
D:\ai_project\data\ecg_images\101_491102_normal.png,normal
D:\ai_project\data\ecg_images\101_491457_normal.png,normal
D:\ai_project\data\ecg_images\101_491814_normal.png,normal
D:\ai_project\data\ecg_images\101_492165_normal.png,normal
D:\ai_project\data\ecg_images\101_492495_normal.png,normal
D:\ai_project\data\ecg_images\101_492820_normal.png,normal
D:\ai_project\data\ecg_images\101_493147_normal.png,normal
D:\ai_project\data\ecg_images\101_493480_normal.png,normal
D:\ai_project\data\ecg_images\101_493820_normal.png,normal
D:\ai_project\data\ecg_images\101_494173_normal.png,normal
D:\ai_project\data\ecg_images\101_494511_normal.png,normal
D:\ai_project\data\ecg_images\101_494839_normal.png,normal
D:\ai_project\data\ecg_images\101_495168_normal.png,normal
D:\ai_project\data\ecg_images\101_495504_normal.png,normal
D:\ai_project\data\ecg_images\101_495853_normal.png,normal
D:\ai_project\data\ecg_images\101_496214_normal.png,normal
D:\ai_project\data\ecg_images\101_496575_normal.png,normal
D:\ai_project\data\ecg_images\101_496924_normal.png,normal
D:\ai_project\data\ecg_images\101_497243_normal.png,normal
D:\ai_project\data\ecg_images\101_497569_normal.png,normal
D:\ai_project\data\ecg_images\101_497902_normal.png,normal
D:\ai_project\data\ecg_images\101_498241_normal.png,normal
D:\ai_project\data\ecg_images\101_498575_normal.png,normal
D:\ai_project\data\ecg_images\101_498890_normal.png,normal
